jdesc-topic-0,jdesc-topic-1,jdesc-topic-2,jdesc-topic-3,jdesc-topic-4,jdesc-topic-5,jdesc-topic-6,jdesc-topic-7,jdesc-topic-8,jdesc-topic-9,jdesc-topic-10,jdesc-topic-11,jdesc-topic-12,jdesc-topic-13,jdesc-topic-14,jdesc-topic-15,jdesc-topic-16,jdesc-topic-17,jdesc-topic-18,jdesc-topic-19,jdesc-topic-20,jdesc-topic-21,jdesc-topic-22,jdesc-topic-23,jdesc-topic-24,jdesc-topic-25,jdesc-topic-26,jdesc-topic-27,jdesc-topic-28,jdesc-topic-29,jdesc-topic-30,jdesc-topic-31,jdesc-topic-32,jdesc-topic-33,jdesc-topic-34,jdesc-topic-35,jdesc-topic-36,jdesc-topic-37,jdesc-topic-38,jdesc-topic-39,jtitle-topic-0,jtitle-topic-1,jtitle-topic-2,jtitle-topic-3,jtitle-topic-4,jtitle-topic-5,jtitle-topic-6,jtitle-topic-7,jtitle-topic-8,jtitle-topic-9,jtitle-topic-10,jtitle-topic-11,jtitle-topic-12,jtitle-topic-13,jtitle-topic-14,jtitle-topic-15,jtitle-topic-16,jtitle-topic-17,jtitle-topic-18,jtitle-topic-19
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.702800128475,0.0539896346409,0.0707968114239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143556721246,0.014355672063,0.0143556723453,0.0143556721548,0.0143556720858,0.014355672036,0.390953310542,0.0143556722229,0.3506445912,0.0143556720598,0.0143556728029,0.0143556719821,0.0143556719858,0.0143556719971,0.0143556720395,0.0143556720053,0.0143556721501,0.0143556719759,0.0143556722212,0.0143556720066
0.587563250172,0.0191830744096,0.0119891506358,0.293680318652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101012355464,0.0101012355478,0.01010123596,0.0101012357055,0.0101012355493,0.010101235692,0.0101012354605,0.0101012356186,0.0101012355815,0.0101012354814,0.222434776347,0.0101012354977,0.0101012358889,0.0101012362791,0.0101012354499,0.0101012354838,0.0101012357426,0.010101235507,0.0101012355666,0.595742982094
0.560101226609,0.128755585931,0.136059622948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194121195513,0.0194121196048,0.0194121195977,0.631169726733,0.0194121196719,0.0194121198353,0.0194121195523,0.0194121195519,0.0194121195612,0.0194121195856,0.0194121204573,0.0194121195681,0.0194121195918,0.019412119611,0.0194121195882,0.0194121195599,0.0194121196056,0.0194121195842,0.0194121196017,0.0194121195869
0.681002659728,0.105568965537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207441586728,0.0207441586862,0.0207441584882,0.0207441585899,0.0207441587426,0.0207441584809,0.0207441584742,0.0207441587829,0.0207441586071,0.0207441584935,0.0207441587694,0.605860986743,0.0207441584703,0.0207441584874,0.0207441584698,0.0207441585773,0.0207441585539,0.02074415866,0.0207441585573,0.020744158693
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.322802064426,0.0194524701582,0.151084417209,0.398159362751,0.0181222459134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104487343036,0.0104487343384,0.0104487344056,0.0527905141645,0.355642686664,0.0104487353858,0.0920215274725,0.0104487343396,0.0104487343641,0.0104487343562,0.0104487349736,0.0104487343646,0.0104487371398,0.0104487343615,0.010448734459,0.0104487347264,0.0104487343165,0.010448734378,0.0104487344148,0.332365517071
0.151482888163,0.0346640239376,0.0378501938089,0.70002239427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134330726315,0.0408342447809,0.040818340435,0.0472661398589,0.570230129579,0.0469704097374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.342489595271,0.0422056882378,0.241142499001,0.26419014664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012075106709,0.499772643418,0.0120751069791,0.0120751077552,0.169791238668,0.0120751099601,0.0120751066273,0.125159297289,0.0120751068089,0.012075106639,0.0120751080537,0.0120751067381,0.0120751067291,0.0120751069232,0.0120751066789,0.0120751067754,0.0120751066983,0.0120751069372,0.0120751067088,0.012075106903
0.528748212743,0.305053173311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01625828812,0.0162582881725,0.0162582881225,0.0162582886299,0.0162582882183,0.0162582881781,0.0162582881125,0.0162582881358,0.0162582882197,0.0162582881158,0.0162582882129,0.016258288124,0.016258288164,0.0162582881122,0.0162582881112,0.691092524618,0.016258288204,0.0162582881144,0.0162582881292,0.0162582881852
0.208809580313,0.234849334398,0.0114301573531,0.0148511697151,0.0499041801956,0.375768325903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774826342634,0.0118512447862,0.0118512448521,0.011851244726,0.0118512449951,0.0118512450416,0.0118512449535,0.0118512449721,0.0118512450586,0.0118512459728,0.0118512447535,0.0118512447932,0.0118512447349,0.0118512453152,0.0118512447184,0.0118512448694,0.0118512448317,0.0118512480229,0.0118512452262,0.0118512447424
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.553742934044,0.263061798066,0.0262427796646,0.0295032229732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157380567157,0.0157380567,0.0157380567328,0.0157380566944,0.0157380568273,0.0157380567088,0.0157380566907,0.70097692229,0.0157380567302,0.0157380567098,0.0157380566923,0.0157380566936,0.0157380567253,0.0157380566882,0.015738056728,0.0157380566954,0.0157380567084,0.0157380567014,0.0157380568034,0.0157380567642
0.063590438499,0.0111644023924,0.0252881024427,0.0497160385986,0.741736672291,0.0111668996223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452682281513,0.783733587321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.487924475514,0.187347237014,0.0186989578824,0.181009499755,0.0425985486941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671868695686,0.011158677098,0.011158677469,0.0111586776243,0.0111586786738,0.0111586780114,0.0111586770892,0.0111586778326,0.0111586771155,0.0111586773503,0.0111586773801,0.0111586772096,0.0111586775443,0.0111586774218,0.0694927914132,0.0111586772283,0.0111586773559,0.196962807245,0.0111586781779,0.487818691191
0.0712083954207,0.68494055513,0.045878960843,0.0263914646191,0.0405665264319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517,0.651581888318,0.0183377953517,0.0183377953517,0.0183377953517,0.0183377953517
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.32293602769,0.0255688909258,0.0871575770952,0.445281479135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124435571714,0.0124434978277,0.0124434978278,0.0124434979331,0.0124435131954,0.0408195438788,0.0124434978279,0.0124434978277,0.0124434979178,0.631268408923,0.0124434980693,0.0507788572814,0.0124434990527,0.0124434978564,0.0465517105023,0.0124434978277,0.0124435372302,0.012443497837,0.0439288961324,0.0124434978803
0.59113094236,0.0221052680062,0.198882490406,0.0740640273872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172396915427,0.0172396916406,0.0172396923214,0.428806439636,0.017239691685,0.0172396918385,0.0172396915989,0.0172396919886,0.0172396915778,0.0172396915888,0.0172396919138,0.0172396919453,0.0172396916212,0.0172396917922,0.260879108892,0.0172396918918,0.0172396917098,0.0172396916237,0.0172396915668,0.0172396916258
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.657112431071,0.152702881274,0.0175403784318,0.0406174732992,0.0211069746445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018314409129,0.0183144091278,0.018314409142,0.0183144092003,0.0183144091651,0.0183144091598,0.0183144091378,0.652026225575,0.0183144091278,0.0183144091469,0.018314409128,0.018314409128,0.0183144091903,0.0183144091317,0.0183144098291,0.0183144091287,0.0183144091281,0.0183144091278,0.0183144091688,0.0183144091281
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.487033838135,0.329735898563,0.0330208368628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149691856019,0.0149691856169,0.0149691856444,0.0149691864012,0.0149691858939,0.0149691865845,0.0149691856017,0.0149691856528,0.014969186524,0.0149691856037,0.637840410969,0.0927142445447,0.0149691856431,0.0149691856107,0.0149691856016,0.0149691856384,0.0149691856318,0.0149691857387,0.0149691856095,0.0149691858874
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.363873478419,0.34045375936,0.0308092806637,0.163777255888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166273036809,0.304189421828,0.149568002591,0.236658554015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.419171957154,0.180081879709,0.0268209817807,0.0332185858633,0.0406369340522,0.0353745094095,0.15877730305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151942235143,0.409246280185,0.0151942229512,0.0151942228035,0.0151942235501,0.317257704023,0.015194222777,0.0151942233463,0.0151942244987,0.015194222842,0.015194222794,0.0151942227532,0.0151942228151,0.0151942227956,0.0151942227636,0.0151942227834,0.0151942244131,0.0151942227809,0.0151942228367,0.0151942227731
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
